IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
47.74.54.145,8880,8880,false,NRT,Asia Pacific,Tokyo,83,11.64
47.245.41.169,2082,2082,false,LAX,North America,Los Angeles,179,11.64
8.219.222.8,2086,2086,false,SIN,Asia Pacific,Singapore,57,11.63
8.219.100.168,2086,2086,false,SIN,Asia Pacific,Singapore,18,11.63
47.74.16.255,2095,2095,false,NRT,Asia Pacific,Tokyo,83,11.62
8.219.122.96,2083,2083,true,SIN,Asia Pacific,Singapore,68,11.62
47.245.54.197,2053,2053,true,LAX,North America,Los Angeles,226,11.62
8.222.198.105,443,443,true,SIN,Asia Pacific,Singapore,71,11.62
47.74.26.196,2083,2083,true,HKG,Asia Pacific,Hong Kong,326,11.61
8.219.98.13,443,443,true,SIN,Asia Pacific,Singapore,81,11.61
47.236.117.48,2052,2052,false,SIN,Asia Pacific,Singapore,34,11.61
47.236.176.144,2082,2082,false,SIN,Asia Pacific,Singapore,20,11.60
8.219.249.148,2082,2082,false,SIN,Asia Pacific,Singapore,11,11.60
8.219.113.27,2095,2095,false,SIN,Asia Pacific,Singapore,6,11.60
8.219.84.214,8443,8443,true,SIN,Asia Pacific,Singapore,122,11.60
8.219.195.47,443,443,true,SIN,Asia Pacific,Singapore,138,11.60
8.219.240.141,2087,2087,true,SIN,Asia Pacific,Singapore,192,11.59
8.219.245.187,8880,8880,false,SIN,Asia Pacific,Singapore,12,11.59
47.91.19.249,2052,2052,false,LAX,North America,Los Angeles,414,11.59
8.219.241.189,2052,2052,false,SIN,Asia Pacific,Singapore,11,11.58
8.219.197.111,2083,2083,true,SIN,Asia Pacific,Singapore,126,11.58
8.219.170.223,2086,2086,false,SIN,Asia Pacific,Singapore,5,11.58
47.91.29.108,2087,2087,true,LAX,North America,Los Angeles,170,11.58
47.236.117.48,2086,2086,false,SIN,Asia Pacific,Singapore,21,11.58
47.245.56.121,8443,8443,true,LAX,North America,Los Angeles,225,11.57
47.236.94.109,2053,2053,true,SIN,Asia Pacific,Singapore,71,11.57
8.222.211.124,2087,2087,true,SIN,Asia Pacific,Singapore,51,11.57
8.219.70.117,80,0,false,SIN,Asia Pacific,Singapore,30,11.57
8.219.228.193,2087,2087,true,SIN,Asia Pacific,Singapore,112,11.57
47.245.59.243,8880,8880,false,NRT,Asia Pacific,Tokyo,77,11.56
47.236.166.84,2052,2052,false,SIN,Asia Pacific,Singapore,23,11.56
47.74.54.33,8080,8080,false,LAX,North America,Los Angeles,171,11.56
47.236.83.196,2096,2096,true,SIN,Asia Pacific,Singapore,123,11.56
8.209.240.227,80,80,false,NRT,Asia Pacific,Tokyo,85,11.56
8.219.237.250,2095,2095,false,SIN,Asia Pacific,Singapore,12,11.56
8.222.140.87,80,80,false,SIN,Asia Pacific,Singapore,42,11.56
47.245.33.163,8080,8080,false,NRT,Asia Pacific,Tokyo,80,11.55
8.222.219.252,2087,2087,true,SIN,Asia Pacific,Singapore,36,11.55
8.219.106.156,8443,8443,true,SIN,Asia Pacific,Singapore,99,11.55
8.219.167.65,2083,2083,true,SIN,Asia Pacific,Singapore,63,11.55
8.219.179.34,8443,8443,true,SIN,Asia Pacific,Singapore,75,11.55
47.91.3.179,2095,2095,false,LAX,North America,Los Angeles,190,11.55
8.219.242.208,2087,2087,true,SIN,Asia Pacific,Singapore,109,11.55
8.219.153.44,2096,2096,true,SIN,Asia Pacific,Singapore,135,11.54
47.236.166.184,8880,8880,false,SIN,Asia Pacific,Singapore,14,11.54
47.74.36.210,2086,2086,false,LAX,North America,Los Angeles,173,11.54
47.74.42.17,8443,8443,true,HKG,Asia Pacific,Hong Kong,179,11.54
8.219.249.38,2087,2087,true,SIN,Asia Pacific,Singapore,111,11.53
47.74.46.84,2095,2095,false,LAX,North America,Los Angeles,174,11.53
8.222.144.50,8080,8080,false,SIN,Asia Pacific,Singapore,44,11.53
47.74.43.95,80,80,false,LAX,North America,Los Angeles,178,11.53
47.74.5.233,2053,2053,true,SIN,Asia Pacific,Singapore,297,11.53
8.222.253.235,2052,2052,false,SIN,Asia Pacific,Singapore,38,11.53
8.219.113.27,2096,2096,true,SIN,Asia Pacific,Singapore,108,11.53
8.219.175.127,2096,2096,true,SIN,Asia Pacific,Singapore,181,11.52
47.74.27.211,2083,2083,true,NRT,Asia Pacific,Tokyo,127,11.52
47.236.94.113,2053,2053,true,SIN,Asia Pacific,Singapore,76,11.52
8.219.206.53,2053,2053,true,SIN,Asia Pacific,Singapore,133,11.52
8.219.249.148,8880,8880,false,SIN,Asia Pacific,Singapore,15,11.51
47.74.16.67,8443,8443,true,LAX,North America,Los Angeles,264,11.51
8.219.196.117,8080,8080,false,SIN,Asia Pacific,Singapore,40,11.51
47.236.93.176,2086,2086,false,SIN,Asia Pacific,Singapore,78,11.51
8.218.156.91,2082,2082,false,HKG,Asia Pacific,Hong Kong,46,11.50
47.74.11.219,2083,2083,true,NRT,Asia Pacific,Tokyo,158,11.50
8.219.198.139,2083,2083,true,SIN,Asia Pacific,Singapore,93,11.50
47.74.34.38,2083,2083,true,NRT,Asia Pacific,Tokyo,94,11.50
8.219.126.3,8443,8443,true,SIN,Asia Pacific,Singapore,35,11.50
8.219.193.202,2095,2095,false,SIN,Asia Pacific,Singapore,10,11.50
8.217.207.60,8080,8080,false,HKG,Asia Pacific,Hong Kong,37,11.50
47.74.5.150,2086,2086,false,LAX,North America,Los Angeles,183,11.50
8.219.6.187,8443,8443,true,SIN,Asia Pacific,Singapore,78,11.50
8.219.134.63,2052,2052,false,SIN,Asia Pacific,Singapore,4,11.49
8.219.55.31,2095,2095,false,LAX,North America,Los Angeles,175,11.49
8.219.40.37,8880,8880,false,SIN,Asia Pacific,Singapore,22,11.49
8.210.245.224,2083,2083,true,HKG,Asia Pacific,Hong Kong,58,11.49
8.222.133.247,2052,2052,false,SIN,Asia Pacific,Singapore,49,11.48
47.245.56.50,2096,2096,true,LAX,North America,Los Angeles,176,11.48
47.236.7.246,8880,8880,false,SIN,Asia Pacific,Singapore,19,11.48
8.219.184.92,2095,2095,false,SIN,Asia Pacific,Singapore,13,11.47
8.219.183.31,8080,8080,false,SIN,Asia Pacific,Singapore,18,11.47
8.219.196.117,2083,2083,true,SIN,Asia Pacific,Singapore,58,11.47
8.219.209.14,8443,8443,true,SIN,Asia Pacific,Singapore,81,11.47
8.219.194.170,2096,2096,true,SIN,Asia Pacific,Singapore,124,11.47
8.219.193.22,2082,2082,false,SIN,Asia Pacific,Singapore,12,11.47
47.245.15.39,8443,8443,true,NRT,Asia Pacific,Tokyo,153,11.46
8.219.253.18,2086,2086,false,SIN,Asia Pacific,Singapore,6,11.46
47.74.5.99,2096,2096,true,LAX,North America,Los Angeles,231,11.46
8.222.150.197,2087,2087,true,SIN,Asia Pacific,Singapore,91,11.46
8.219.241.189,2087,2087,true,SIN,Asia Pacific,Singapore,94,11.46
8.219.139.13,2083,2083,true,SIN,Asia Pacific,Singapore,95,11.45
47.236.93.176,2053,2053,true,SIN,Asia Pacific,Singapore,127,11.45
8.219.199.220,2087,2087,true,SIN,Asia Pacific,Singapore,128,11.45
47.74.36.154,80,80,false,LAX,North America,Los Angeles,169,11.45
47.236.94.109,8443,8443,true,SIN,Asia Pacific,Singapore,89,11.44
47.236.65.232,2086,2086,false,SIN,Asia Pacific,Singapore,20,11.44
47.236.93.176,2087,2087,true,SIN,Asia Pacific,Singapore,140,11.44
8.222.168.24,2087,2087,true,SIN,Asia Pacific,Singapore,88,11.44
47.74.27.94,80,80,false,LAX,North America,Los Angeles,181,11.43
47.74.36.210,2087,2087,true,LAX,North America,Los Angeles,212,11.43
47.245.82.78,8880,8880,false,SIN,Asia Pacific,Singapore,5,11.43
8.219.253.18,8443,8443,true,SIN,Asia Pacific,Singapore,95,11.43
8.209.243.137,2086,2086,false,LAX,North America,Los Angeles,182,11.43
8.222.188.56,2086,2086,false,SIN,Asia Pacific,Singapore,9,11.43
47.245.102.156,2053,2053,true,SIN,Asia Pacific,Singapore,112,11.43
47.74.43.24,2053,2053,true,LAX,North America,Los Angeles,214,11.42
8.222.238.141,2052,2052,false,SIN,Asia Pacific,Singapore,4,11.42
8.219.213.133,2095,2095,false,SIN,Asia Pacific,Singapore,45,11.42
8.219.193.22,8880,8880,false,SIN,Asia Pacific,Singapore,22,11.42
8.219.115.215,8443,8443,true,SIN,Asia Pacific,Singapore,69,11.42
47.74.20.133,2052,2052,false,NRT,Asia Pacific,Tokyo,76,11.41
8.219.213.84,2083,2083,true,SIN,Asia Pacific,Singapore,109,11.41
8.219.170.232,2052,2052,false,SIN,Asia Pacific,Singapore,13,11.40
8.219.167.65,443,443,true,SIN,Asia Pacific,Singapore,122,11.40
8.219.201.245,2053,2053,true,SIN,Asia Pacific,Singapore,96,11.40
47.74.37.50,8443,8443,true,SIN,Asia Pacific,Singapore,177,11.40
8.209.243.99,8080,8080,false,NRT,Asia Pacific,Tokyo,77,11.40
8.219.188.162,80,80,false,SIN,Asia Pacific,Singapore,5,11.40
47.74.26.196,8880,8880,false,HKG,Asia Pacific,Hong Kong,168,11.40
47.74.45.241,8443,8443,true,NRT,Asia Pacific,Tokyo,146,11.40
8.219.184.92,2096,2096,true,SIN,Asia Pacific,Singapore,82,11.40
8.219.154.107,2053,2053,true,SIN,Asia Pacific,Singapore,58,11.40
47.74.59.221,2087,2087,true,HKG,Asia Pacific,Hong Kong,176,11.39
47.236.96.141,2086,2086,false,SIN,Asia Pacific,Singapore,24,11.39
47.74.9.174,2053,2053,true,LAX,North America,Los Angeles,255,11.39
47.245.15.236,2083,2083,true,SIN,Asia Pacific,Singapore,156,11.39
47.236.121.7,2095,2095,false,SIN,Asia Pacific,Singapore,18,11.39
47.74.15.120,2053,2053,true,LAX,North America,Los Angeles,347,11.39
8.218.158.94,443,443,true,HKG,Asia Pacific,Hong Kong,94,11.39
47.236.99.131,2053,2053,true,SIN,Asia Pacific,Singapore,138,11.39
47.74.45.143,8443,8443,true,LAX,North America,Los Angeles,177,11.38
8.219.70.117,2096,2096,true,SIN,Asia Pacific,Singapore,85,11.38
47.236.87.246,2086,2086,false,SIN,Asia Pacific,Singapore,163,11.38
47.245.37.41,8080,8080,false,NRT,Asia Pacific,Tokyo,88,11.38
8.219.210.93,2082,2082,false,SIN,Asia Pacific,Singapore,29,11.37
47.74.52.188,2086,2086,false,LAX,North America,Los Angeles,186,11.37
47.236.123.218,2087,2087,true,SIN,Asia Pacific,Singapore,120,11.37
47.74.59.221,8443,8443,true,HKG,Asia Pacific,Hong Kong,185,11.37
47.236.7.206,8080,8080,false,SIN,Asia Pacific,Singapore,20,11.36
8.219.70.117,2082,0,false,SIN,Asia Pacific,Singapore,10,11.36
8.219.245.232,8443,8443,true,SIN,Asia Pacific,Singapore,135,11.36
8.219.174.142,2053,2053,true,SIN,Asia Pacific,Singapore,108,11.36
8.219.228.186,2052,2052,false,SIN,Asia Pacific,Singapore,12,11.36
8.218.3.12,2053,2053,true,HKG,Asia Pacific,Hong Kong,51,11.36
47.245.62.84,8080,8080,false,LAX,North America,Los Angeles,198,11.35
47.245.59.133,2096,2096,true,LAX,North America,Los Angeles,223,11.35
47.245.34.36,2096,2096,true,LAX,North America,Los Angeles,360,11.35
8.219.113.232,8443,8443,true,SIN,Asia Pacific,Singapore,62,11.35
47.236.189.173,8880,8880,false,SIN,Asia Pacific,Singapore,14,11.35
8.217.149.28,8080,8080,false,HKG,Asia Pacific,Hong Kong,47,11.35
8.218.156.91,80,80,false,HKG,Asia Pacific,Hong Kong,41,11.35
47.91.14.69,2096,0,true,LAX,North America,Los Angeles,184,11.35
8.222.168.155,80,80,false,SIN,Asia Pacific,Singapore,14,11.34
47.236.173.200,2087,2087,true,SIN,Asia Pacific,Singapore,99,11.34
47.91.3.179,2086,2086,false,LAX,North America,Los Angeles,176,11.34
47.74.41.136,2095,2095,false,NRT,Asia Pacific,Tokyo,72,11.34
8.222.226.15,443,443,true,SIN,Asia Pacific,Singapore,91,11.34
8.217.164.10,2082,2082,false,HKG,Asia Pacific,Hong Kong,35,11.34
47.245.33.163,2096,2096,true,NRT,Asia Pacific,Tokyo,222,11.34
47.245.33.56,8080,8080,false,NRT,Asia Pacific,Tokyo,79,11.34
8.222.238.141,2083,2083,true,SIN,Asia Pacific,Singapore,119,11.33
47.74.11.219,8080,8080,false,NRT,Asia Pacific,Tokyo,75,11.33
8.209.248.161,2053,2053,true,LAX,North America,Los Angeles,250,11.33
47.245.54.98,80,80,false,NRT,Asia Pacific,Tokyo,78,11.32
8.218.156.91,2053,2053,true,HKG,Asia Pacific,Hong Kong,86,11.32
8.222.226.15,2082,2082,false,SIN,Asia Pacific,Singapore,4,11.32
47.74.46.84,8080,8080,false,LAX,North America,Los Angeles,180,11.32
47.236.171.112,2052,2052,false,SIN,Asia Pacific,Singapore,16,11.32
8.219.245.232,2096,2096,true,SIN,Asia Pacific,Singapore,81,11.32
8.219.210.93,8880,8880,false,SIN,Asia Pacific,Singapore,18,11.31
8.222.175.78,2053,2053,true,SIN,Asia Pacific,Singapore,5,11.31
8.219.191.40,2087,2087,true,SIN,Asia Pacific,Singapore,132,11.31
8.219.201.8,2053,2053,true,SIN,Asia Pacific,Singapore,145,11.31
8.219.202.130,2096,2096,true,SIN,Asia Pacific,Singapore,85,11.30
47.236.15.73,2086,2086,false,SIN,Asia Pacific,Singapore,25,11.30
47.236.29.235,8080,8080,false,SIN,Asia Pacific,Singapore,26,11.29
47.245.32.215,2087,2087,true,LAX,North America,Los Angeles,218,11.29
47.245.41.169,8080,8080,false,SIN,Asia Pacific,Singapore,151,11.29
47.243.162.49,2053,2053,true,HKG,Asia Pacific,Hong Kong,99,11.28
8.222.224.17,2053,2053,true,SIN,Asia Pacific,Singapore,40,11.28
8.219.248.170,2095,2095,false,SIN,Asia Pacific,Singapore,21,11.28
8.222.190.225,2087,2087,true,SIN,Asia Pacific,Singapore,103,11.28
47.236.19.51,80,80,false,SIN,Asia Pacific,Singapore,7,11.28
8.219.72.50,2086,2086,false,SIN,Asia Pacific,Singapore,17,11.27
8.222.152.165,8080,8080,false,SIN,Asia Pacific,Singapore,43,11.27
8.219.173.239,8443,8443,true,SIN,Asia Pacific,Singapore,148,11.27
47.236.4.129,2087,2087,true,SIN,Asia Pacific,Singapore,84,11.27
8.219.213.133,8080,8080,false,SIN,Asia Pacific,Singapore,25,11.27
47.236.7.13,8443,8443,true,SIN,Asia Pacific,Singapore,87,11.26
8.222.198.105,2086,2086,false,SIN,Asia Pacific,Singapore,3,11.26
8.219.151.193,8443,8443,true,SIN,Asia Pacific,Singapore,118,11.25
47.74.26.131,2096,2096,true,NRT,Asia Pacific,Tokyo,166,11.25
47.236.161.155,2053,2053,true,SIN,Asia Pacific,Singapore,106,11.25
8.219.233.6,2087,2087,true,SIN,Asia Pacific,Singapore,75,11.25
8.222.190.225,80,80,false,SIN,Asia Pacific,Singapore,19,11.25
8.219.228.186,80,80,false,SIN,Asia Pacific,Singapore,11,11.24
8.219.188.162,2096,2096,true,SIN,Asia Pacific,Singapore,106,11.24
47.236.82.218,2095,2095,false,SIN,Asia Pacific,Singapore,25,11.24
47.236.171.205,2096,2096,true,SIN,Asia Pacific,Singapore,90,11.24
8.222.175.78,2052,2052,false,SIN,Asia Pacific,Singapore,46,11.23
47.74.26.196,2086,2086,false,HKG,Asia Pacific,Hong Kong,175,11.23
8.219.77.222,2096,2096,true,SIN,Asia Pacific,Singapore,226,11.23
8.219.129.38,8443,8443,true,SIN,Asia Pacific,Singapore,83,11.23
47.236.166.84,2082,2082,false,SIN,Asia Pacific,Singapore,15,11.23
8.219.220.122,2052,2052,false,SIN,Asia Pacific,Singapore,3,11.23
47.245.41.169,2053,2053,true,LAX,North America,Los Angeles,267,11.21
47.74.11.9,2087,2087,true,NRT,Asia Pacific,Tokyo,164,11.21
47.236.94.113,2096,2096,true,SIN,Asia Pacific,Singapore,73,11.21
47.74.23.99,2087,2087,true,NRT,Asia Pacific,Tokyo,154,11.20
47.74.11.9,2083,2083,true,NRT,Asia Pacific,Tokyo,150,11.20
47.74.22.171,2082,2082,false,LAX,North America,Los Angeles,227,11.20
47.74.11.9,8880,8880,false,NRT,Asia Pacific,Tokyo,74,11.20
47.245.118.70,8443,8443,true,SIN,Asia Pacific,Singapore,75,11.20
8.219.194.170,80,80,false,SIN,Asia Pacific,Singapore,31,11.20
47.236.166.84,2087,2087,true,SIN,Asia Pacific,Singapore,119,11.19
47.91.29.108,2095,2095,false,LAX,North America,Los Angeles,173,11.19
8.219.228.157,2087,2087,true,SIN,Asia Pacific,Singapore,142,11.19
47.76.49.246,8080,8080,false,HKG,Asia Pacific,Hong Kong,45,11.19
47.74.34.135,2053,2053,true,NRT,Asia Pacific,Tokyo,91,11.18
47.245.59.188,2096,2096,true,NRT,Asia Pacific,Tokyo,165,11.18
8.219.255.171,2083,2083,true,SIN,Asia Pacific,Singapore,162,11.18
8.219.142.229,8443,8443,true,SIN,Asia Pacific,Singapore,135,11.17
47.74.5.233,2052,2052,false,LAX,North America,Los Angeles,192,11.17
8.219.90.87,8080,8080,false,SIN,Asia Pacific,Singapore,36,11.17
8.222.180.86,2096,2096,true,SIN,Asia Pacific,Singapore,94,11.17
8.219.112.75,8443,8443,true,SIN,Asia Pacific,Singapore,129,11.17
8.209.243.137,8880,8880,false,LAX,North America,Los Angeles,180,11.17
47.236.114.167,8880,8880,false,SIN,Asia Pacific,Singapore,29,11.16
8.219.233.6,2083,2083,true,SIN,Asia Pacific,Singapore,117,11.16
47.243.203.119,2096,2096,true,HKG,Asia Pacific,Hong Kong,62,11.16
8.219.170.223,2053,2053,true,SIN,Asia Pacific,Singapore,155,11.16
8.219.153.44,8880,8880,false,SIN,Asia Pacific,Singapore,3,11.16
47.74.18.121,2053,2053,true,LAX,North America,Los Angeles,347,11.16
8.222.219.34,2082,2082,false,SIN,Asia Pacific,Singapore,11,11.16
47.245.84.155,8443,8443,true,SIN,Asia Pacific,Singapore,98,11.16
8.219.251.81,443,443,true,SIN,Asia Pacific,Singapore,107,11.16
8.219.173.239,2096,2096,true,SIN,Asia Pacific,Singapore,138,11.16
47.245.102.156,2096,2096,true,SIN,Asia Pacific,Singapore,71,11.16
8.219.249.38,2095,2095,false,SIN,Asia Pacific,Singapore,8,11.16
8.209.222.232,2082,2082,false,HKG,Asia Pacific,Hong Kong,168,11.16
8.209.243.137,8443,8443,true,LAX,North America,Los Angeles,235,11.15
47.236.175.189,8080,8080,false,SIN,Asia Pacific,Singapore,26,11.15
8.219.72.50,80,80,false,SIN,Asia Pacific,Singapore,13,11.15
8.209.248.161,2096,2096,true,LAX,North America,Los Angeles,243,11.15
47.74.42.17,8880,8880,false,LAX,North America,Los Angeles,171,11.15
47.91.2.165,2086,0,false,LAX,North America,Los Angeles,184,11.15
47.74.52.188,80,80,false,LAX,North America,Los Angeles,180,11.14
47.74.20.133,2053,2053,true,NRT,Asia Pacific,Tokyo,100,11.14
8.222.229.102,2087,2087,true,SIN,Asia Pacific,Singapore,70,11.14
8.219.215.214,8443,8443,true,SIN,Asia Pacific,Singapore,135,11.13
47.74.52.188,2087,2087,true,SIN,Asia Pacific,Singapore,186,11.13
47.74.49.62,2087,2087,true,LAX,North America,Los Angeles,194,11.13
47.91.1.199,2087,0,true,LAX,North America,Los Angeles,200,11.13
47.91.16.214,2083,2083,true,LAX,North America,Los Angeles,187,11.12
47.245.113.117,8080,8080,false,SIN,Asia Pacific,Singapore,5,11.12
47.74.13.200,2096,2096,true,LAX,North America,Los Angeles,196,11.12
47.236.172.95,8080,8080,false,SIN,Asia Pacific,Singapore,209,11.12
8.209.215.247,2096,2096,true,NRT,Asia Pacific,Tokyo,88,11.12
47.236.169.15,2095,2095,false,SIN,Asia Pacific,Singapore,209,11.12
47.74.42.17,2095,2095,false,LAX,North America,Los Angeles,181,11.11
47.91.23.146,2082,2082,false,LAX,North America,Los Angeles,185,11.11
8.219.90.32,8443,8443,true,SIN,Asia Pacific,Singapore,174,11.11
8.219.253.114,2053,2053,true,SIN,Asia Pacific,Singapore,87,11.11
8.219.157.97,8443,8443,true,SIN,Asia Pacific,Singapore,51,11.11
47.236.116.26,2096,2096,true,SIN,Asia Pacific,Singapore,74,11.11
47.236.169.15,8880,8880,false,SIN,Asia Pacific,Singapore,34,11.11
47.236.144.156,80,80,false,SIN,Asia Pacific,Singapore,5,11.11
8.219.98.13,8443,8443,true,SIN,Asia Pacific,Singapore,76,11.10
47.245.58.250,8443,8443,true,NRT,Asia Pacific,Tokyo,147,11.10
47.245.107.174,8080,8080,false,SIN,Asia Pacific,Singapore,5,11.09
47.236.12.73,2095,2095,false,SIN,Asia Pacific,Singapore,426,11.09
47.74.13.94,2082,2082,false,NRT,Asia Pacific,Tokyo,77,11.09
47.236.97.90,2053,2053,true,SIN,Asia Pacific,Singapore,135,11.08
8.219.220.122,2083,2083,true,SIN,Asia Pacific,Singapore,151,11.08
47.236.163.95,2052,2052,false,SIN,Asia Pacific,Singapore,7,11.08
47.74.41.253,8080,8080,false,HKG,Asia Pacific,Hong Kong,158,11.08
47.236.15.73,8443,8443,true,SIN,Asia Pacific,Singapore,96,11.08
47.245.105.224,8443,8443,true,SIN,Asia Pacific,Singapore,62,11.07
47.236.145.180,8880,8880,false,SIN,Asia Pacific,Singapore,80,11.07
47.245.102.156,8443,8443,true,SIN,Asia Pacific,Singapore,129,11.07
8.222.254.91,2087,2087,true,SIN,Asia Pacific,Singapore,81,11.07
8.222.254.91,8443,8443,true,SIN,Asia Pacific,Singapore,86,11.07
47.245.54.197,8880,8880,false,LAX,North America,Los Angeles,181,11.06
8.219.196.24,2082,2082,false,SIN,Asia Pacific,Singapore,6,11.06
8.219.237.250,8443,8443,true,SIN,Asia Pacific,Singapore,93,11.06
47.245.52.153,8443,8443,true,NRT,Asia Pacific,Tokyo,171,11.05
8.219.253.114,8443,8443,true,SIN,Asia Pacific,Singapore,22,11.05
47.245.126.151,2087,2087,true,SIN,Asia Pacific,Singapore,133,11.05
47.74.43.24,2086,2086,false,SIN,Asia Pacific,Singapore,174,11.05
8.217.248.220,8880,8880,false,HKG,Asia Pacific,Hong Kong,45,11.05
8.218.207.169,2052,2052,false,HKG,Asia Pacific,Hong Kong,48,11.05
47.245.33.56,2086,2086,false,NRT,Asia Pacific,Tokyo,80,11.05
8.219.198.34,8443,8443,true,SIN,Asia Pacific,Singapore,119,11.05
47.74.45.241,2083,2083,true,NRT,Asia Pacific,Tokyo,123,11.04
47.76.32.108,2087,2087,true,HKG,Asia Pacific,Hong Kong,42,11.04
8.209.252.13,2082,2082,false,LAX,North America,Los Angeles,192,11.04
8.209.243.137,2082,2082,false,LAX,North America,Los Angeles,184,11.04
47.245.56.29,2053,2053,true,NRT,Asia Pacific,Tokyo,148,11.04
47.245.41.169,2096,2096,true,LAX,North America,Los Angeles,249,11.03
47.74.11.251,2095,2095,false,LAX,North America,Los Angeles,185,11.03
8.219.241.189,2086,2086,false,SIN,Asia Pacific,Singapore,4,11.03
47.236.21.51,2087,2087,true,SIN,Asia Pacific,Singapore,83,11.03
47.91.21.149,2053,0,true,LAX,North America,Los Angeles,179,11.02
47.74.27.151,8080,8080,false,LAX,North America,Los Angeles,176,11.02
47.245.32.215,2096,2096,true,LAX,North America,Los Angeles,358,11.02
8.222.224.163,2096,0,true,SIN,Asia Pacific,Singapore,117,11.02
47.74.26.131,2086,2086,false,NRT,Asia Pacific,Tokyo,86,11.02
8.219.240.160,2082,2082,false,SIN,Asia Pacific,Singapore,5,11.02
47.245.94.144,2053,2053,true,SIN,Asia Pacific,Singapore,85,11.02
47.74.0.183,2087,2087,true,NRT,Asia Pacific,Tokyo,173,11.01
8.219.154.107,2083,2083,true,SIN,Asia Pacific,Singapore,25,11.01
47.236.168.17,2082,2082,false,SIN,Asia Pacific,Singapore,17,11.01
47.245.37.29,2096,2096,true,LAX,North America,Los Angeles,173,11.00
8.219.13.143,8880,8880,false,SIN,Asia Pacific,Singapore,25,10.99
8.222.208.38,8443,8443,true,SIN,Asia Pacific,Singapore,4,10.99
8.210.9.129,8443,8443,true,HKG,Asia Pacific,Hong Kong,43,10.99
47.245.33.56,8880,8880,false,NRT,Asia Pacific,Tokyo,84,10.99
47.74.26.131,2052,2052,false,NRT,Asia Pacific,Tokyo,74,10.99
8.219.90.87,2087,2087,true,SIN,Asia Pacific,Singapore,119,10.99
8.219.208.69,2083,2083,true,SIN,Asia Pacific,Singapore,172,10.99
8.219.153.44,2052,2052,false,SIN,Asia Pacific,Singapore,7,10.98
8.219.115.215,2053,2053,true,SIN,Asia Pacific,Singapore,100,10.98
8.219.249.148,2083,2083,true,SIN,Asia Pacific,Singapore,106,10.98
8.219.251.81,2096,2096,true,SIN,Asia Pacific,Singapore,184,10.98
47.236.125.62,8880,8880,false,LAX,North America,Los Angeles,263,10.98
47.236.172.71,80,80,false,SIN,Asia Pacific,Singapore,27,10.98
8.219.228.30,2052,2052,false,SIN,Asia Pacific,Singapore,5,10.98
47.74.22.171,8443,8443,true,SIN,Asia Pacific,Singapore,297,10.98
47.236.172.71,8080,8080,false,SIN,Asia Pacific,Singapore,12,10.97
47.245.41.69,80,80,false,SIN,Asia Pacific,Singapore,162,10.97
8.219.201.245,80,80,false,SIN,Asia Pacific,Singapore,11,10.97
47.236.7.13,8080,8080,false,SIN,Asia Pacific,Singapore,84,10.97
47.245.11.118,2087,2087,true,LAX,North America,Los Angeles,184,10.97
47.74.15.120,2095,2095,false,LAX,North America,Los Angeles,183,10.97
8.219.248.47,2083,2083,true,SIN,Asia Pacific,Singapore,209,10.97
47.91.2.165,2083,2083,true,LAX,North America,Los Angeles,190,10.97
8.222.249.98,2095,2095,false,SIN,Asia Pacific,Singapore,5,10.97
8.219.253.185,2053,2053,true,SIN,Asia Pacific,Singapore,69,10.96
47.236.121.7,8080,8080,false,SIN,Asia Pacific,Singapore,24,10.96
47.91.3.135,2095,2095,false,LAX,North America,Los Angeles,177,10.96
47.74.11.9,2053,2053,true,NRT,Asia Pacific,Tokyo,190,10.96
47.236.4.129,2095,2095,false,SIN,Asia Pacific,Singapore,75,10.96
8.219.208.69,80,80,false,SIN,Asia Pacific,Singapore,12,10.96
47.245.107.174,80,80,false,SIN,Asia Pacific,Singapore,4,10.95
8.219.77.222,2086,2086,false,SIN,Asia Pacific,Singapore,11,10.95
47.245.40.161,2086,2086,false,NRT,Asia Pacific,Tokyo,81,10.95
8.219.86.200,2087,2087,true,SIN,Asia Pacific,Singapore,134,10.95
47.236.176.144,2053,2053,true,SIN,Asia Pacific,Singapore,125,10.95
8.210.21.65,2096,2096,true,HKG,Asia Pacific,Hong Kong,87,10.95
47.245.56.121,2086,2086,false,LAX,North America,Los Angeles,194,10.94
8.219.122.55,8080,8080,false,SIN,Asia Pacific,Singapore,7,10.94
47.74.45.143,2083,2083,true,LAX,North America,Los Angeles,211,10.94
8.219.210.64,2086,2086,false,SIN,Asia Pacific,Singapore,7,10.94
47.236.23.135,80,80,false,SIN,Asia Pacific,Singapore,25,10.94
47.236.103.153,2083,2083,true,SIN,Asia Pacific,Singapore,140,10.94
8.219.101.138,443,443,true,SIN,Asia Pacific,Singapore,137,10.94
8.219.63.66,8080,8080,false,SIN,Asia Pacific,Singapore,9,10.93
8.218.2.181,2087,2087,true,HKG,Asia Pacific,Hong Kong,57,10.93
47.245.54.58,2052,2052,false,NRT,Asia Pacific,Tokyo,77,10.93
8.219.220.88,2095,2095,false,SIN,Asia Pacific,Singapore,17,10.93
47.245.58.250,8080,8080,false,NRT,Asia Pacific,Tokyo,71,10.92
8.219.99.169,2053,2053,true,SIN,Asia Pacific,Singapore,84,10.92
8.219.86.200,8880,8880,false,SIN,Asia Pacific,Singapore,5,10.92
