IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
150.230.193.89,8443,8443,true,LAX,North America,Los Angeles,210,10.87
129.159.197.137,8443,443,true,FRA,Europe,Frankfurt,187,10.86
152.70.99.187,8880,8880,false,NRT,Asia Pacific,Tokyo,79,10.85
130.162.188.114,443,443,true,FRA,Europe,Frankfurt,207,10.85
141.147.160.86,2095,2095,false,LAX,North America,Los Angeles,179,10.85
132.145.123.112,2096,2096,true,LAX,North America,Los Angeles,193,10.84
141.147.169.195,2096,2096,true,NRT,Asia Pacific,Tokyo,72,10.83
131.186.46.75,2087,2087,true,NRT,Asia Pacific,Tokyo,76,10.83
141.147.89.217,443,443,true,AMS,Europe,Amsterdam,207,10.83
141.147.182.70,8443,8443,true,NRT,Asia Pacific,Tokyo,77,10.82
141.147.178.202,80,80,false,LAX,North America,Los Angeles,183,10.82
130.162.134.215,2052,8443,true,LAX,North America,Los Angeles,91,10.81
152.70.53.112,443,443,true,FRA,Europe,Frankfurt,159,10.81
141.148.243.68,443,443,true,FRA,Europe,Frankfurt,173,10.80
168.138.192.185,2095,0,false,LAX,North America,Los Angeles,187,10.80
141.147.169.131,8880,8880,false,NRT,Asia Pacific,Tokyo,71,10.79
158.101.69.144,8443,8443,true,LAX,North America,Los Angeles,211,10.79
132.145.123.143,80,80,false,NRT,Asia Pacific,Tokyo,69,10.79
141.147.191.211,8443,8443,true,LAX,North America,Los Angeles,182,10.78
141.147.186.210,2053,2053,true,LAX,North America,Los Angeles,206,10.77
158.101.89.33,2083,2083,true,NRT,Asia Pacific,Tokyo,82,10.77
151.145.68.104,2096,2096,true,LAX,North America,Los Angeles,207,10.76
131.186.41.82,2096,2096,true,NRT,Asia Pacific,Tokyo,75,10.75
132.145.123.238,8443,8443,true,LAX,North America,Los Angeles,188,10.75
130.162.179.219,443,443,true,AMS,Europe,Amsterdam,178,10.74
131.186.44.38,2096,2096,true,NRT,Asia Pacific,Tokyo,94,10.74
158.101.70.155,2096,2096,true,LAX,North America,Los Angeles,243,10.73
138.2.7.72,8443,8443,true,NRT,Asia Pacific,Tokyo,161,10.71
150.230.216.117,2095,2095,false,NRT,Asia Pacific,Tokyo,75,10.71
155.248.174.71,2083,2083,true,NRT,Asia Pacific,Tokyo,70,10.70
138.2.10.251,2053,2053,true,LAX,North America,Los Angeles,267,10.70
151.145.69.105,8880,8880,false,HKG,Asia Pacific,Hong Kong,132,10.69
158.101.68.48,2087,2087,true,NRT,Asia Pacific,Tokyo,137,10.69
158.179.176.239,2053,2053,true,LAX,North America,Los Angeles,332,10.68
152.70.107.26,8880,8880,false,LAX,North America,Los Angeles,178,10.68
89.168.115.147,443,443,true,FRA,Europe,Frankfurt,181,10.67
141.147.164.153,2096,2096,true,NRT,Asia Pacific,Tokyo,80,10.66
141.148.237.1,443,443,true,FRA,Europe,Frankfurt,173,10.65
131.186.59.232,2095,2095,false,HKG,Asia Pacific,Hong Kong,123,10.64
158.179.189.235,2082,2082,false,NRT,Asia Pacific,Tokyo,70,10.63
158.178.242.5,2087,2087,true,SIN,Asia Pacific,Singapore,10,10.63
158.179.190.253,8880,8880,false,NRT,Asia Pacific,Tokyo,75,10.62
151.145.65.203,2087,2087,true,LAX,North America,Los Angeles,221,10.62
155.248.174.71,8443,8443,true,NRT,Asia Pacific,Tokyo,72,10.62
141.147.185.149,8443,8443,true,LAX,North America,Los Angeles,179,10.62
131.186.59.232,8080,8080,false,HKG,Asia Pacific,Hong Kong,136,10.61
158.179.182.19,2087,2087,true,LAX,North America,Los Angeles,209,10.61
158.101.65.24,2053,2053,true,LAX,North America,Los Angeles,226,10.61
150.230.208.113,8080,0,false,SIN,Asia Pacific,Singapore,143,10.61
141.147.181.242,2082,2082,false,NRT,Asia Pacific,Tokyo,71,10.61
151.145.66.219,2087,2087,true,NRT,Asia Pacific,Tokyo,75,10.59
193.123.35.19,443,443,true,FRA,Europe,Frankfurt,191,10.58
152.70.106.195,2087,2087,true,LAX,North America,Los Angeles,174,10.56
158.179.186.138,8443,8443,true,LAX,North America,Los Angeles,328,10.55
155.248.186.182,2083,2083,true,NRT,Asia Pacific,Tokyo,71,10.55
152.70.111.251,2053,2053,true,NRT,Asia Pacific,Tokyo,72,10.53
132.145.126.21,80,80,false,NRT,Asia Pacific,Tokyo,73,10.53
155.248.181.4,2052,2052,false,LAX,North America,Los Angeles,180,10.52
132.145.112.168,8080,8080,false,LAX,North America,Los Angeles,185,10.51
150.230.213.95,8880,8880,false,LAX,North America,Los Angeles,179,10.51
151.145.71.127,2087,2087,true,LAX,North America,Los Angeles,187,10.51
158.101.69.12,8443,8443,true,NRT,Asia Pacific,Tokyo,91,10.50
141.147.182.76,2096,2096,true,LAX,North America,Los Angeles,183,10.50
151.145.68.166,2083,2083,true,SIN,Asia Pacific,Singapore,178,10.50
89.168.115.96,443,443,true,FRA,Europe,Frankfurt,209,10.48
158.179.180.109,2082,2082,false,NRT,Asia Pacific,Tokyo,116,10.48
84.235.174.140,443,443,true,FRA,Europe,Frankfurt,204,10.48
155.248.167.70,2082,2082,false,SIN,Asia Pacific,Singapore,141,10.47
141.148.233.173,443,443,true,FRA,Europe,Frankfurt,185,10.47
155.248.160.83,2053,2053,true,LAX,North America,Los Angeles,179,10.47
141.147.169.131,2095,2095,false,NRT,Asia Pacific,Tokyo,71,10.45
158.179.182.19,2053,2053,true,LAX,North America,Los Angeles,214,10.45
132.145.114.250,2096,2096,true,NRT,Asia Pacific,Tokyo,129,10.45
158.179.186.251,2083,2083,true,LAX,North America,Los Angeles,225,10.44
151.145.66.219,80,80,false,NRT,Asia Pacific,Tokyo,77,10.44
158.101.90.190,8880,8880,false,NRT,Asia Pacific,Tokyo,69,10.44
89.168.112.60,443,443,true,FRA,Europe,Frankfurt,219,10.43
89.168.114.62,443,443,true,CDG,Europe,Paris,181,10.41
158.101.90.190,2053,2053,true,NRT,Asia Pacific,Tokyo,75,10.41
152.70.57.154,443,443,true,FRA,Europe,Frankfurt,173,10.40
152.70.63.216,443,443,true,FRA,Europe,Frankfurt,173,10.39
84.235.175.43,443,443,true,FRA,Europe,Frankfurt,194,10.38
151.145.65.203,2053,2053,true,LAX,North America,Los Angeles,187,10.38
152.70.107.26,2087,2087,true,LAX,North America,Los Angeles,193,10.37
141.147.169.195,2053,2053,true,NRT,Asia Pacific,Tokyo,105,10.37
141.147.169.195,2095,2095,false,NRT,Asia Pacific,Tokyo,69,10.37
130.162.228.127,443,443,true,FRA,Europe,Frankfurt,184,10.36
150.230.219.83,80,80,false,LAX,North America,Los Angeles,178,10.36
158.179.188.175,2082,2082,false,NRT,Asia Pacific,Tokyo,79,10.36
151.145.65.8,2083,2083,true,NRT,Asia Pacific,Tokyo,132,10.34
141.147.181.242,2083,2083,true,NRT,Asia Pacific,Tokyo,111,10.34
158.101.90.190,8443,8443,true,NRT,Asia Pacific,Tokyo,88,10.33
132.145.123.143,2082,2082,false,NRT,Asia Pacific,Tokyo,75,10.32
158.179.189.235,8080,8080,false,NRT,Asia Pacific,Tokyo,73,10.31
130.162.250.31,443,443,true,FRA,Europe,Frankfurt,175,10.29
158.179.186.251,2053,2053,true,LAX,North America,Los Angeles,210,10.28
158.179.180.109,80,80,false,NRT,Asia Pacific,Tokyo,96,10.26
144.24.160.252,443,443,true,FRA,Europe,Frankfurt,165,10.26
138.2.14.248,80,80,false,HKG,Asia Pacific,Hong Kong,129,10.24
155.248.176.28,2082,2082,false,LAX,North America,Los Angeles,179,10.24
152.70.106.13,2096,2096,true,NRT,Asia Pacific,Tokyo,83,10.24
141.148.242.24,443,443,true,FRA,Europe,Frankfurt,189,10.23
130.162.239.252,443,443,true,FRA,Europe,Frankfurt,175,10.23
155.248.180.103,2082,2082,false,LAX,North America,Los Angeles,180,10.22
150.230.204.117,8080,8080,false,LAX,North America,Los Angeles,188,10.21
138.2.20.48,2087,2087,true,NRT,Asia Pacific,Tokyo,96,10.19
155.248.169.25,2087,2087,true,NRT,Asia Pacific,Tokyo,78,10.18
131.186.59.232,2083,2083,true,HKG,Asia Pacific,Hong Kong,312,10.18
131.186.58.151,8880,8880,false,NRT,Asia Pacific,Tokyo,84,10.16
151.145.71.127,2083,2083,true,LAX,North America,Los Angeles,218,10.15
155.248.179.132,8880,8880,false,SIN,Asia Pacific,Singapore,151,10.15
152.70.102.124,8880,8880,false,HKG,Asia Pacific,Hong Kong,133,10.14
140.238.54.182,2096,2096,true,LAX,North America,Los Angeles,189,10.14
155.248.160.116,2086,2086,false,NRT,Asia Pacific,Tokyo,84,10.13
132.145.127.21,2053,2053,true,NRT,Asia Pacific,Tokyo,81,10.12
141.147.164.54,2083,2083,true,NRT,Asia Pacific,Tokyo,90,10.12
132.145.125.86,2082,2082,false,NRT,Asia Pacific,Tokyo,85,10.12
141.147.165.179,2052,2052,false,NRT,Asia Pacific,Tokyo,87,10.12
155.248.182.244,2083,2083,true,NRT,Asia Pacific,Tokyo,70,10.11
151.145.74.56,2053,2053,true,LAX,North America,Los Angeles,317,10.11
141.147.169.131,2053,2053,true,NRT,Asia Pacific,Tokyo,69,10.09
143.47.236.111,443,443,true,FRA,Europe,Frankfurt,193,10.09
158.179.188.159,2096,2096,true,LAX,North America,Los Angeles,203,10.09
150.230.199.118,8080,8080,false,LAX,North America,Los Angeles,193,10.08
132.145.123.159,2096,2096,true,NRT,Asia Pacific,Tokyo,76,10.08
132.145.124.198,2086,2086,false,LAX,North America,Los Angeles,183,10.07
158.179.186.138,2096,2096,true,LAX,North America,Los Angeles,257,10.07
155.248.176.98,80,80,false,LAX,North America,Los Angeles,174,10.07
141.147.64.199,443,443,true,FRA,Europe,Frankfurt,206,10.07
131.186.34.11,2087,2087,true,NRT,Asia Pacific,Tokyo,79,10.06
141.147.164.123,2083,2083,true,NRT,Asia Pacific,Tokyo,76,10.05
151.145.74.56,8443,8443,true,LAX,North America,Los Angeles,287,10.03
141.147.181.242,2053,2053,true,NRT,Asia Pacific,Tokyo,77,10.03
131.186.37.69,8443,8443,true,NRT,Asia Pacific,Tokyo,87,10.01
155.248.179.132,80,80,false,LAX,North America,Los Angeles,180,10.01
151.145.69.174,8080,8080,false,NRT,Asia Pacific,Tokyo,73,10.00
130.162.43.129,443,443,true,FRA,Europe,Frankfurt,167,10.00
141.147.166.189,8443,8443,true,NRT,Asia Pacific,Tokyo,105,9.99
143.47.244.92,443,443,true,FRA,Europe,Frankfurt,178,9.99
155.248.180.103,2095,2095,false,LAX,North America,Los Angeles,174,9.99
158.179.182.19,2096,2096,true,LAX,North America,Los Angeles,219,9.97
158.179.178.145,8080,8080,false,NRT,Asia Pacific,Tokyo,92,9.97
143.47.183.24,443,443,true,FRA,Europe,Frankfurt,192,9.97
141.147.162.204,8880,8880,false,NRT,Asia Pacific,Tokyo,74,9.95
141.147.166.189,8880,8880,false,NRT,Asia Pacific,Tokyo,68,9.94
132.145.114.14,2087,2087,true,NRT,Asia Pacific,Tokyo,84,9.93
141.147.108.178,443,443,true,FRA,Europe,Frankfurt,187,9.92
143.47.248.184,443,443,true,FRA,Europe,Frankfurt,263,9.92
138.2.24.114,2052,2052,false,LAX,North America,Los Angeles,176,9.91
130.162.188.127,443,443,true,FRA,Europe,Frankfurt,191,9.89
158.179.183.2,2083,2083,true,LAX,North America,Los Angeles,248,9.89
158.179.178.142,80,80,false,NRT,Asia Pacific,Tokyo,74,9.89
158.179.178.145,2053,2053,true,NRT,Asia Pacific,Tokyo,167,9.88
141.147.147.28,443,443,true,KIX,Asia Pacific,Osaka,66,9.88
155.248.169.25,2053,2053,true,NRT,Asia Pacific,Tokyo,109,9.86
155.248.168.251,8443,8443,true,NRT,Asia Pacific,Tokyo,70,9.86
132.145.120.103,8443,8443,true,NRT,Asia Pacific,Tokyo,96,9.84
132.145.125.165,2053,2053,true,NRT,Asia Pacific,Tokyo,73,9.84
151.145.65.8,8880,8880,false,NRT,Asia Pacific,Tokyo,70,9.83
158.179.183.2,2087,2087,true,LAX,North America,Los Angeles,230,9.83
132.145.126.21,2052,2052,false,NRT,Asia Pacific,Tokyo,74,9.83
132.145.123.159,2052,2052,false,NRT,Asia Pacific,Tokyo,72,9.81
150.230.202.232,8080,8080,false,NRT,Asia Pacific,Tokyo,75,9.81
144.21.62.180,443,443,true,FRA,Europe,Frankfurt,191,9.81
155.248.176.98,8880,8880,false,LAX,North America,Los Angeles,176,9.79
158.179.176.239,2096,2096,true,LAX,North America,Los Angeles,224,9.79
141.147.95.71,443,443,true,FRA,Europe,Frankfurt,209,9.79
151.145.69.174,8443,8443,true,NRT,Asia Pacific,Tokyo,72,9.78
158.179.189.106,2052,2052,false,NRT,Asia Pacific,Tokyo,83,9.78
132.145.121.175,8080,8080,false,LAX,North America,Los Angeles,183,9.75
132.145.123.238,2082,2082,false,LAX,North America,Los Angeles,192,9.75
158.179.188.175,2052,2052,false,NRT,Asia Pacific,Tokyo,74,9.75
152.70.106.13,8443,8443,true,NRT,Asia Pacific,Tokyo,79,9.74
151.145.74.199,8443,8443,true,NRT,Asia Pacific,Tokyo,169,9.73
155.248.167.70,2095,2095,false,LAX,North America,Los Angeles,182,9.72
140.238.40.136,2096,2096,true,SIN,Asia Pacific,Singapore,147,9.72
158.179.186.251,8443,8443,true,LAX,North America,Los Angeles,245,9.72
155.248.179.132,2052,2052,false,LAX,North America,Los Angeles,184,9.71
141.147.34.94,443,443,true,CDG,Europe,Paris,166,9.70
151.145.70.28,8880,8880,false,NRT,Asia Pacific,Tokyo,75,9.69
131.186.46.75,2083,2083,true,NRT,Asia Pacific,Tokyo,146,9.68
141.147.167.40,2086,2086,false,LAX,North America,Los Angeles,176,9.68
132.145.125.86,2095,2095,false,NRT,Asia Pacific,Tokyo,69,9.67
132.145.126.204,2082,2082,false,NRT,Asia Pacific,Tokyo,72,9.67
151.145.75.28,2087,2087,true,NRT,Asia Pacific,Tokyo,92,9.65
158.179.176.239,8443,8443,true,LAX,North America,Los Angeles,220,9.65
150.230.201.63,8080,8080,false,NRT,Asia Pacific,Tokyo,69,9.65
141.147.178.135,8880,8880,false,HKG,Asia Pacific,Hong Kong,140,9.64
155.248.166.39,2083,2083,true,NRT,Asia Pacific,Tokyo,80,9.64
155.248.176.68,2095,2095,false,LAX,North America,Los Angeles,178,9.64
130.162.236.216,443,443,true,CDG,Europe,Paris,199,9.61
152.70.52.215,443,443,true,AMS,Europe,Amsterdam,198,9.61
130.162.172.142,443,443,true,FRA,Europe,Frankfurt,193,9.58
132.145.120.118,2053,2053,true,NRT,Asia Pacific,Tokyo,70,9.57
141.144.204.27,8443,443,true,AMS,Europe,Amsterdam,185,9.57
151.145.71.40,8443,8443,true,NRT,Asia Pacific,Tokyo,220,9.56
132.145.126.204,8443,8443,true,NRT,Asia Pacific,Tokyo,75,9.55
132.145.9.48,443,443,true,FRA,Europe,Frankfurt,192,9.53
131.186.38.135,2087,2087,true,LAX,North America,Los Angeles,246,9.51
158.101.84.123,8443,8443,true,NRT,Asia Pacific,Tokyo,94,9.51
151.145.75.28,2083,2083,true,NRT,Asia Pacific,Tokyo,107,9.51
84.235.174.156,443,443,true,FRA,Europe,Frankfurt,184,9.51
141.147.164.54,8880,8880,false,NRT,Asia Pacific,Tokyo,67,9.51
158.101.84.123,2096,2096,true,NRT,Asia Pacific,Tokyo,97,9.48
141.147.147.28,80,80,false,KIX,Asia Pacific,Osaka,70,9.47
144.21.32.193,2087,0,true,AMS,Europe,Amsterdam,187,9.46
141.147.101.52,443,443,true,FRA,Europe,Frankfurt,233,9.46
141.147.169.195,2083,2083,true,NRT,Asia Pacific,Tokyo,112,9.43
132.145.123.143,2086,2086,false,NRT,Asia Pacific,Tokyo,82,9.43
158.179.188.175,8880,8880,false,NRT,Asia Pacific,Tokyo,82,9.43
138.2.161.170,443,443,true,FRA,Europe,Frankfurt,175,9.43
151.145.71.40,2095,2095,false,NRT,Asia Pacific,Tokyo,70,9.40
141.147.87.81,443,443,true,FRA,Europe,Frankfurt,199,9.40
152.70.106.13,2052,2052,false,NRT,Asia Pacific,Tokyo,70,9.39
138.2.14.209,2082,2082,false,LAX,North America,Los Angeles,197,9.37
150.230.199.118,2086,2086,false,LAX,North America,Los Angeles,189,9.36
155.248.180.57,2082,2082,false,LAX,North America,Los Angeles,183,9.35
131.186.59.94,2095,2095,false,LAX,North America,Los Angeles,191,9.35
130.162.166.164,443,443,true,FRA,Europe,Frankfurt,190,9.34
132.145.123.14,2083,2083,true,NRT,Asia Pacific,Tokyo,101,9.34
158.101.69.12,2083,2083,true,NRT,Asia Pacific,Tokyo,135,9.33
132.145.122.95,8443,8443,true,NRT,Asia Pacific,Tokyo,82,9.33
150.230.21.48,443,443,true,FRA,Europe,Frankfurt,200,9.33
152.70.56.46,443,443,true,FRA,Europe,Frankfurt,198,9.32
144.24.162.141,443,443,true,FRA,Europe,Frankfurt,194,9.32
132.145.127.21,2082,2082,false,NRT,Asia Pacific,Tokyo,71,9.32
132.145.123.159,2053,2053,true,NRT,Asia Pacific,Tokyo,78,9.32
130.162.223.84,443,443,true,FRA,Europe,Frankfurt,196,9.31
141.147.87.189,443,443,true,FRA,Europe,Frankfurt,178,9.31
193.123.255.225,443,443,true,LAX,North America,Los Angeles,108,9.27
141.144.232.124,443,443,true,FRA,Europe,Frankfurt,168,9.27
152.70.57.115,443,443,true,FRA,Europe,Frankfurt,194,9.26
158.178.157.247,443,443,true,FRA,Europe,Frankfurt,204,9.26
131.186.46.75,2096,2096,true,NRT,Asia Pacific,Tokyo,85,9.25
